Date,Difficulty,Miners_Revenue,Hash_Rate,Total_transaction_fees,Total_Bitcoins,Class
2014-06-04,10455720138.5,2395764.64,75364.7167521,12.24567,12859650.0,3
2020-06-27,15784744305477.0,8059992.05896448,108283617.573483,23.40413949,18416550.0,3
2012-08-09,2036671.08869332,95642.0,16.0977115655648,45.85604941,9655050.0,2
2018-02-04,2603077300220.0,19061071.0683,23033142.054,111.31669812,16845987.5,3
2013-07-29,31256960.7277689,475057.70676,257.929462966303,37.36421201,11478400.0,1
2020-07-21,17345948872516.0,8215338.73446885,107783974.429318,102.28349837,18438718.75,2
2017-03-05,460769358090.00006,2524232.85,3367030.44708,216.69618574,16198900.0,2
2018-10-14,7454968648260.0,9054868.80625,42247089.1808,12.41784997,17322150.0,2
2017-05-27,595921917085.0,5121736.68364,4976737.78165219,528.8278222,16354337.5,3
2015-10-21,60883825480.1,983560.5,438849.950201,30.92973723,14747775.0,2
2015-08-20,52699842409.3,990706.284017562,406057.123219,25.77554216,14515675.0,2
2017-08-21,923233068448.0001,6995369.37030488,5277828.94781,297.96496476,16519562.5,3
2014-06-03,10455720138.4848,2957055.42,97714.2534441336,12.26613461,12851825.0,3
2020-01-12,13798783827516.0,15625350.6675,103577130.958646,14.53164303,18156700.0,2
2015-03-13,47427554950.6,955514.02,315923.296959,12.3819142,13940125.0,3
2020-09-14,17345997805929.0,12485219.771708764,151760264.11527425,75.47210429,18489606.25,2
2014-12-11,40007470271.3,1521941.03052705,282407.063083,11.96549856,13600850.0,3
2017-10-07,1123863285130.0,8787392.86667,8827072.41506,108.21556432,16608987.5,1
2014-10-28,35985640265.0762,1241173.89,268328.382055769,13.55763444,13438400.0,3
2013-05-26,12153411.7098,548644.813471673,103.913692158,31.5289397,11198625.0,2
2019-03-18,6068891541677.0,8269486.75644,48571483.8172485,22.37480548,17596362.5,2
2015-12-15,79102380900.2,2285879.63538638,758914.731799,39.9989931,14964475.0,2
2015-07-27,52278304845.6,1306713.90985256,369025.145411,31.33315906,14434375.0,3
2020-11-22,17596801059571.0,20906345.739519313,152205060.20049945,32.024584610000005,18551337.5,3
2012-08-03,2036671.08869332,85021.2,17.5151201310862,24.23379789,9608500.0,1
2013-03-14,4847647.15207,203742.2156,40.9662339897,62.68231527,10896450.0,3
2017-07-18,804525194568.0,5135590.60037,6598872.11706,224.51846967,16453962.5,3
2016-03-28,165496835118.0,1519272.32,1168218.70611,42.52494951,15367225.0,3
2017-07-03,708659466230.0,5975338.92486,5988701.03412,283.21012118,16426300.0,2
2021-06-25,19932791027263.0,24364896.164727684,108995085.80799364,44.14298414,18742675.0,3
2013-01-27,2968775.33207507,69039.9,22.4319505785413,42.66449033,10711550.0,1
2013-05-29,12153411.7098,568010.48119275,102.101244039,52.15347597,11218200.0,2
2020-01-21,14776367535689.0,16708344.2414,112384193.794878,20.51905021,18173850.0,2
2017-07-26,804525194568.0,4829127.82765,5878995.15883341,167.53481996,16470575.0,2
2020-04-22,15958652328578.0,11597010.0622321,103923467.233466,25.3733028,18339812.5,2
2020-10-09,19298087186263.0,10965183.362031737,136222462.66586328,110.78393285999996,18512656.25,2
2019-09-29,12759819404409.0,14292283.4734,86263992.570523,21.00156166,17963312.5,3
2013-05-05,10076292.8834,470673.008996268,81.6459234846,36.56506628,11121050.0,3
2015-10-01,60813224039.4,1034425.38573053,377880.220506,28.82708269,14678775.0,2
2015-08-28,54256630327.9,877903.33,401869.646696,24.08727019,14548275.0,3
2020-07-03,15784217546288.0,9873738.20676215,127895946.749349,53.7862554100001,18422256.25,3
2012-08-29,2440642.60692,113713.559348395,19.1693503254,24.15507933,9821800.0,2
2012-10-17,3072321.73202076,92905.12464,21.5343577779689,18.16174438,10193900.0,3
2012-09-03,2440642.60692,68115.562,15.5296002636,30.59917481,9860150.0,3
2015-10-07,60813224039.4,971432.158899048,414156.721675,24.96770404,14700575.0,3
2018-06-27,5077499034879.0,9288788.415,30540865.3742303,32.15886049,17117637.5,2
2017-03-22,475705205061.0,2248010.7,3807236.87525589,269.31219918,16231050.0,3
2012-04-02,1626553.48132894,32084.04,10.2687643397321,4.62668219,8708250.0,2
2014-11-12,39603666252.4184,1490042.4,265775.705243494,15.77819904,13496600.0,1
2021-01-21,20607418304386.0,30287474.72314571,132147641.31632549,120.18381958999998,18606693.75,3
2020-04-19,14715214060657.0,13731416.2140145,111187583.309172,15.56965781,18334525.0,3
2014-02-21,3129573174.52229,2483565.76,26136.0836236347,12.56877924,12425750.0,1
2016-02-24,163491654909.0,1319648.9,999647.352469,44.91575935,15246525.0,3
2015-11-25,72722780642.5472,1259375.0,556720.631229444,25.58035035,14882575.0,1
2019-05-04,6554050172250.0,10035261.3673471,43006075.3622,60.62915441,17681537.5,2
2012-04-01,1626553.48133,39046.6729283514,10.2687643397,3.8187765,8695900.0,3
2014-08-25,23844670038.8,2028245.65472511,196763.946159,16.45338417,13190275.0,3
2012-05-06,1508589.67206,43610.632,12.8237002903,10.57768272,8955700.0,2
2017-04-15,520808749422.0,2416965.0,3909321.04724491,202.57239533,16275762.5,2
2020-03-25,16552923967337.0,8111093.56505244,75702228.8489074,45.40177404,18286475.0,3
2019-05-22,6704632680590.0,18104557.6470407,55659279.4194,176.73831345,17714675.0,3
2015-05-07,47643398017.8,879719.261384585,350518.191907,15.99528963,14138850.0,3
2015-09-02,54256630327.89,898267.92,415355.205310361,44.13311414,14567625.0,3
2018-02-13,2874674234420.0,17728596.585,23435736.3316,68.57325292,16863325.0,1
2019-04-21,6357721118110.0,11248346.3029,51199133.0238,50.31279868,17658400.0,3
2020-07-30,16847561611550.0,11301864.6984554,113062072.092113,179.95866069,18446831.25,2
2018-01-31,2603077300218.0,15840583.36,15139761.9118908,162.20623626,16837687.5,3
2018-05-06,4022059196160.0,16838802.1726855,27391457.6537,31.28195837,17018087.5,2
2016-07-26,213492501107.0,1058492.0,1369047.3,70.79,15780037.5,3
2016-06-02,199312067531.0,1894573.92114,1367284.2132,58.53519721,15613450.0,1
2017-09-28,1103400932960.0,9528010.17087,9708513.34604,134.45160224,16592375.0,3
2017-09-10,922724699725.0001,7845878.46,6329907.31918,143.23841995,16557100.0,3
2019-06-01,7459680720542.0,17500366.3832,55994233.735333,159.42190914,17735787.5,2
